"File","PostersMoved","Status","Detail","Timestamp"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\inspection-report-templates.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\integrated-pest-management.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\kitchen-audit-checklist.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\kitchen-cleaning-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\kitchen-cleaning-equipment-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\kitchen-fire-suppression-systems.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\kitchen-kpis.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\lpg-safety-commercial-kitchens.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\maintenance-log-templates.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\opening-kitchen-sop.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\personal-hygiene-food-handlers.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\pest-control-documentation.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\preventive-maintenance.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\receiving-food-safely.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\restaurant-pest-control-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\sop-library.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\sustainability-commercial-kitchens.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\temperature-log-templates.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\waste-management.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\wet-chemical-fire-extinguishers.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\accounting\index-backup.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\accounting\index-before-repair.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\accounting\index.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\archive\about_working.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\blog\fine-dining-silverware.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\blog\shake-vs-smoothie.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\blog\stuffed-filled-foods-around-the-world.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\blog\types-of-alcohol-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\career\ai-shaping-future-jobs-2026.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\culinary\chefs-tools-knives-cutting-boards.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\culinary\menu-planning-engineering.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\culinary\mother-sauces-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-safety\color-coding-kitchen-housekeeping.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-safety\food-allergies-restaurant-awareness.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-safety\food-temperatures-article.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-safety\restaurant-sop-haccp-fire-safety-compliance-india.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hospitality-management\foh-boh-hierarchy-blog.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hospitality-management\homestay-vs-hotels.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hospitality-management\House_Manager_Estate_Manager_Hospitality_Manager_Guide.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hospitality-management\qsr-vs-fine-dining.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\operations-business\cloud-kitchen-catering-operations-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\regional-food\chinese-culinary-styles-blog.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\regional-food\indian-spices-herbs-health-benefits.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
"C:\Users\admin\Desktop\nigelthomas-portfolio\regional-food\south-indian-food-styles-udupi-chettinad-nati.html","0","NoChangeNeeded","","2026-08-31T22:19:51"
